0.000000 0.000000 0.000000 0.000000
0.000000 0.000000 0.200000 0.200000
0.000000 0.000000 0.400000 0.400000
0.000000 0.000000 0.600000 0.600000
0.000000 0.000000 0.800000 0.800000
0.000000 0.000000 1.000000 1.000000
0.000000 0.000000 1.200000 1.200000
0.000000 0.000000 1.400000 1.400000
0.000000 0.000000 1.600000 1.600000
0.000000 0.000000 1.800000 1.800000
0.000000 0.000000 2.000000 2.000000
0.000000 0.000000 2.200000 2.200000
0.000000 0.000000 2.400000 2.400000
0.000000 0.000000 2.600000 2.600000
0.000000 0.000000 2.800000 2.800000
0.000000 0.000000 3.000000 3.000000
0.000000 0.000000 3.200000 3.200000
0.000000 0.000000 3.400000 3.400000
0.000000 0.000000 3.600000 3.600000
0.000000 0.000000 3.800000 3.800000
0.000000 0.000000 4.000000 4.000000
0.000000 0.000000 4.200000 4.200000
0.000000 0.000000 4.400000 4.400000
0.000000 0.000000 4.600000 4.600000
0.000000 0.000000 4.800000 4.800000
0.000000 0.000000 5.000000 5.000000
0.000000 0.200000 0.000000 0.144956
0.000000 0.200000 0.200000 0.344956
0.000000 0.200000 0.400000 0.544956
0.000000 0.200000 0.600000 0.744956
0.000000 0.200000 0.800000 0.944956
0.000000 0.200000 1.000000 1.144956
0.000000 0.200000 1.200000 1.344956
0.000000 0.200000 1.400000 1.544956
0.000000 0.200000 1.600000 1.744956
0.000000 0.200000 1.800000 1.944956
0.000000 0.200000 2.000000 2.144956
0.000000 0.200000 2.200000 2.344956
0.000000 0.200000 2.400000 2.544956
0.000000 0.200000 2.600000 2.744956
0.000000 0.200000 2.800000 2.944956
0.000000 0.200000 3.000000 3.144956
0.000000 0.200000 3.200000 3.344956
0.000000 0.200000 3.400000 3.544956
0.000000 0.200000 3.600000 3.744956
0.000000 0.200000 3.800000 3.944956
0.000000 0.200000 4.000000 4.144956
0.000000 0.200000 4.200000 4.344956
0.000000 0.200000 4.400000 4.544956
0.000000 0.200000 4.600000 4.744956
0.000000 0.200000 4.800000 4.944956
0.000000 0.200000 5.000000 5.144956
0.000000 0.400000 0.000000 0.333021
0.000000 0.400000 0.200000 0.533021
0.000000 0.400000 0.400000 0.733021
0.000000 0.400000 0.600000 0.933021
0.000000 0.400000 0.800000 1.133021
0.000000 0.400000 1.000000 1.333021
0.000000 0.400000 1.200000 1.533021
0.000000 0.400000 1.400000 1.733021
0.000000 0.400000 1.600000 1.933021
0.000000 0.400000 1.800000 2.133021
0.000000 0.400000 2.000000 2.333021
0.000000 0.400000 2.200000 2.533021
0.000000 0.400000 2.400000 2.733021
0.000000 0.400000 2.600000 2.933021
0.000000 0.400000 2.800000 3.133021
0.000000 0.400000 3.000000 3.333021
0.000000 0.400000 3.200000 3.533021
0.000000 0.400000 3.400000 3.733021
0.000000 0.400000 3.600000 3.933021
0.000000 0.400000 3.800000 4.133021
0.000000 0.400000 4.000000 4.333021
0.000000 0.400000 4.200000 4.533021
0.000000 0.400000 4.400000 4.733021
0.000000 0.400000 4.600000 4.933021
0.000000 0.400000 4.800000 5.133021
0.000000 0.400000 5.000000 5.333021
0.000000 0.600000 0.000000 0.541728
0.000000 0.600000 0.200000 0.741728
0.000000 0.600000 0.400000 0.941728
0.000000 0.600000 0.600000 1.141728
0.000000 0.600000 0.800000 1.341728
0.000000 0.600000 1.000000 1.541728
0.000000 0.600000 1.200000 1.741728
0.000000 0.600000 1.400000 1.941728
0.000000 0.600000 1.600000 2.141728
0.000000 0.600000 1.800000 2.341728
0.000000 0.600000 2.000000 2.541728
0.000000 0.600000 2.200000 2.741728
0.000000 0.600000 2.400000 2.941728
0.000000 0.600000 2.600000 3.141728
0.000000 0.600000 2.800000 3.341728
0.000000 0.600000 3.000000 3.541728
0.000000 0.600000 3.200000 3.741728
0.000000 0.600000 3.400000 3.941728
0.000000 0.600000 3.600000 4.141728
0.000000 0.600000 3.800000 4.341728
0.000000 0.600000 4.000000 4.541728
0.000000 0.600000 4.200000 4.741728
0.000000 0.600000 4.400000 4.941728
0.000000 0.600000 4.600000 5.141728
0.000000 0.600000 4.800000 5.341728
0.000000 0.600000 5.000000 5.541728
0.000000 0.800000 0.000000 0.765082
0.000000 0.800000 0.200000 0.965082
0.000000 0.800000 0.400000 1.165082
0.000000 0.800000 0.600000 1.365082
0.000000 0.800000 0.800000 1.565082
0.000000 0.800000 1.000000 1.765082
0.000000 0.800000 1.200000 1.965082
0.000000 0.800000 1.400000 2.165082
0.000000 0.800000 1.600000 2.365082
0.000000 0.800000 1.800000 2.565082
0.000000 0.800000 2.000000 2.765082
0.000000 0.800000 2.200000 2.965082
0.000000 0.800000 2.400000 3.165082
0.000000 0.800000 2.600000 3.365082
0.000000 0.800000 2.800000 3.565082
0.000000 0.800000 3.000000 3.765082
0.000000 0.800000 3.200000 3.965082
0.000000 0.800000 3.400000 4.165082
0.000000 0.800000 3.600000 4.365082
0.000000 0.800000 3.800000 4.565082
0.000000 0.800000 4.000000 4.765082
0.000000 0.800000 4.200000 4.965082
0.000000 0.800000 4.400000 5.165082
0.000000 0.800000 4.600000 5.365082
0.000000 0.800000 4.800000 5.565082
0.000000 0.800000 5.000000 5.765082
0.000000 1.000000 0.000000 1.000000
0.000000 1.000000 0.200000 1.200000
0.000000 1.000000 0.400000 1.400000
0.000000 1.000000 0.600000 1.600000
0.000000 1.000000 0.800000 1.800000
0.000000 1.000000 1.000000 2.000000
0.000000 1.000000 1.200000 2.200000
0.000000 1.000000 1.400000 2.400000
0.000000 1.000000 1.600000 2.600000
0.000000 1.000000 1.800000 2.800000
0.000000 1.000000 2.000000 3.000000
0.000000 1.000000 2.200000 3.200000
0.000000 1.000000 2.400000 3.400000
0.000000 1.000000 2.600000 3.600000
0.000000 1.000000 2.800000 3.800000
0.000000 1.000000 3.000000 4.000000
0.000000 1.000000 3.200000 4.200000
0.000000 1.000000 3.400000 4.400000
0.000000 1.000000 3.600000 4.600000
0.000000 1.000000 3.800000 4.800000
0.000000 1.000000 4.000000 5.000000
0.000000 1.000000 4.200000 5.200000
0.000000 1.000000 4.400000 5.400000
0.000000 1.000000 4.600000 5.600000
0.000000 1.000000 4.800000 5.800000
0.000000 1.000000 5.000000 6.000000
0.000000 1.200000 0.000000 1.244565
0.000000 1.200000 0.200000 1.444565
0.000000 1.200000 0.400000 1.644565
0.000000 1.200000 0.600000 1.844565
0.000000 1.200000 0.800000 2.044565
0.000000 1.200000 1.000000 2.244565
0.000000 1.200000 1.200000 2.444565
0.000000 1.200000 1.400000 2.644565
0.000000 1.200000 1.600000 2.844565
0.000000 1.200000 1.800000 3.044565
0.000000 1.200000 2.000000 3.244565
0.000000 1.200000 2.200000 3.444565
0.000000 1.200000 2.400000 3.644565
0.000000 1.200000 2.600000 3.844565
0.000000 1.200000 2.800000 4.044565
0.000000 1.200000 3.000000 4.244565
0.000000 1.200000 3.200000 4.444565
0.000000 1.200000 3.400000 4.644565
0.000000 1.200000 3.600000 4.844565
0.000000 1.200000 3.800000 5.044565
0.000000 1.200000 4.000000 5.244565
0.000000 1.200000 4.200000 5.444565
0.000000 1.200000 4.400000 5.644565
0.000000 1.200000 4.600000 5.844565
0.000000 1.200000 4.800000 6.044565
0.000000 1.200000 5.000000 6.244565
0.000000 1.400000 0.000000 1.497455
0.000000 1.400000 0.200000 1.697455
0.000000 1.400000 0.400000 1.897455
0.000000 1.400000 0.600000 2.097455
0.000000 1.400000 0.800000 2.297455
0.000000 1.400000 1.000000 2.497455
0.000000 1.400000 1.200000 2.697455
0.000000 1.400000 1.400000 2.897455
0.000000 1.400000 1.600000 3.097455
0.000000 1.400000 1.800000 3.297455
0.000000 1.400000 2.000000 3.497455
0.000000 1.400000 2.200000 3.697455
0.000000 1.400000 2.400000 3.897455
0.000000 1.400000 2.600000 4.097455
0.000000 1.400000 2.800000 4.297455
0.000000 1.400000 3.000000 4.497455
0.000000 1.400000 3.200000 4.697455
0.000000 1.400000 3.400000 4.897455
0.000000 1.400000 3.600000 5.097455
0.000000 1.400000 3.800000 5.297455
0.000000 1.400000 4.000000 5.497455
0.000000 1.400000 4.200000 5.697455
0.000000 1.400000 4.400000 5.897455
0.000000 1.400000 4.600000 6.097455
0.000000 1.400000 4.800000 6.297455
0.000000 1.400000 5.000000 6.497455
0.000000 1.600000 0.000000 1.757697
0.000000 1.600000 0.200000 1.957697
0.000000 1.600000 0.400000 2.157697
0.000000 1.600000 0.600000 2.357697
